vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3052611,909913-44828,909913,44828
3052612,909913-44831,909913,44831
3052613,909913-44841,909913,44841
3052614,909913-44843,909913,44843
3052615,909913-44864,909913,44864
3052616,909913-44920,909913,44920
3052617,909913-44926,909913,44926
3052618,909913-44927,909913,44927
3052619,909913-44928,909913,44928
3052620,909913-44929,909913,44929
3052621,909913-44930,909913,44930
3052622,909913-44941,909913,44941
3052623,909913-44952,909913,44952
3052624,909913-44953,909913,44953
3052625,909913-44955,909913,44955
3052626,909913-44959,909913,44959
3052627,909913-45147,909913,45147
3052628,909913-45150,909913,45150
3052629,909913-45159,909913,45159
3052630,909913-45160,909913,45160
3052631,909913-45161,909913,45161
3052632,909913-45171,909913,45171
3052633,909913-45173,909913,45173
3052634,909913-45176,909913,45176
3052635,909913-45180,909913,45180
3052636,909913-45186,909913,45186
3052637,909913-45202,909913,45202
3052638,909913-45209,909913,45209
3052639,909913-45218,909913,45218
3052640,909913-45222,909913,45222
3052641,909913-45226,909913,45226
3052642,909913-45234,909913,45234
3052643,909913-45242,909913,45242
3052644,909913-45244,909913,45244
3052645,909913-45246,909913,45246
3052646,909913-45248,909913,45248
3052647,909913-45250,909913,45250
3052648,909913-45260,909913,45260
3052649,909913-45275,909913,45275
3052650,909913-45277,909913,45277
3052651,909913-45278,909913,45278
3052652,909913-45289,909913,45289
3052653,909913-45290,909913,45290
3052654,909913-45301,909913,45301
3052655,909913-45314,909913,45314
3052656,909913-45322,909913,45322
3052657,909913-45325,909913,45325
3052658,909913-45326,909913,45326
3052659,909913-45328,909913,45328
3052660,909913-45330,909913,45330
3052661,909913-45338,909913,45338
3052662,909913-45341,909913,45341
3052663,909913-45344,909913,45344
3052664,909913-45348,909913,45348
3052665,909913-46110,909913,46110
3052666,909913-46114,909913,46114
3052667,909913-46121,909913,46121
3052668,909913-46132,909913,46132
3052669,909953-38180,909953,38180
3052670,909983-7049,909983,7049
3052671,910043-10278,910043,10278
3052672,910083-145,910083,145
3052673,910133-10524,910133,10524
3052674,910183-38886,910183,38886
3052675,910223-25207,910223,25207
3052676,910253-44024,910253,44024
3052677,910293-8507,910293,8507
3052678,910343-17070,910343,17070
3052679,910383-14018,910383,14018
3052680,910403-28094,910403,28094
3052681,910443-15612,910443,15612
3052682,910463-37301,910463,37301
3052683,910503-2178,910503,2178
3052684,910553-7311,910553,7311
3052685,910603-20785,910603,20785
3052686,910643-36159,910643,36159
3052687,910683-44738,910683,44738
3052688,910733-8408,910733,8408
3052689,910763-5762,910763,5762
3052690,910803-44067,910803,44067
3052691,910833-10331,910833,10331
3052692,910913-2262,910913,2262
3052693,910963-30514,910963,30514
3052694,911013-10032,911013,10032
3052695,911043-10493,911043,10493
3052696,911073-171,911073,171
3052697,911083-41002,911083,41002
3052698,911123-28466,911123,28466
3052699,911163-44113,911163,44113
3052700,911203-10421,911203,10421
3052701,911243-44369,911243,44369
3052702,911293-219,911293,219
3052703,911333-13882,911333,13882
3052704,911363-18848,911363,18848
3052705,911393-39153,911393,39153
3052706,911453-43974,911453,43974
3052707,911503-41241,911503,41241
3052708,911553-44111,911553,44111
3052709,911603-13413,911603,13413
3052710,911633-12400,911633,12400
3052711,911633-28970,911633,28970
3052712,911633-28973,911633,28973
3052713,911633-29516,911633,29516
3052714,911633-29545,911633,29545
3052715,911633-31029,911633,31029
3052716,911633-35928,911633,35928
3052717,911633-39282,911633,39282
3052718,911633-9510,911633,9510
3052719,911703-11652,911703,11652
3052720,911733-8037,911733,8037
3052721,911783-15127,911783,15127
3052722,911813-10536,911813,10536
3052723,911853-17300,911853,17300
3052724,911883-16902,911883,16902
3052725,911903-17029,911903,17029
3052726,911923-2710,911923,2710
3052727,911953-17358,911953,17358
3052728,911983-43285,911983,43285
3052729,912013-37455,912013,37455
3052730,912043-5599,912043,5599
3052731,912073-23686,912073,23686
3052732,912103-3871,912103,3871
3052733,912123-21786,912123,21786
3052734,912163-23182,912163,23182
3052735,912213-37000,912213,37000
3052736,912253-1310,912253,1310
3052737,912263-46170,912263,46170
3052738,912263-46176,912263,46176
3052739,912263-46178,912263,46178
3052740,912263-46183,912263,46183
3052741,912263-46330,912263,46330
3052742,912263-46473,912263,46473
3052743,912273-16654,912273,16654
3052744,912313-15331,912313,15331
3052745,912353-8734,912353,8734
3052746,912383-9877,912383,9877
3052747,912433-30081,912433,30081
3052748,912463-44892,912463,44892
3052749,912513-26269,912513,26269
3052750,912563-4298,912563,4298
3052751,912603-26668,912603,26668
3052752,912663-5765,912663,5765
3052753,912693-10179,912693,10179
3052754,912723-19358,912723,19358
3052755,912733-43924,912733,43924
3052756,912773-18713,912773,18713
3052757,912793-20056,912793,20056
3052758,912863-8773,912863,8773
3052759,912913-13466,912913,13466
3052760,912943-43089,912943,43089
3052761,912963-25260,912963,25260
3052762,912993-20666,912993,20666
3052763,913063-29859,913063,29859
3052764,913103-36164,913103,36164
3052765,913163-35898,913163,35898
3052766,913213-9888,913213,9888
3052767,913253-36089,913253,36089
3052768,913283-19980,913283,19980
3052769,913313-45052,913313,45052
3052770,913353-11658,913353,11658
3052771,913393-10030,913393,10030
3052772,913453-9591,913453,9591
3052773,913503-44171,913503,44171
3052774,913553-41428,913553,41428
3052775,913593-17383,913593,17383
3052776,913633-15361,913633,15361
3052777,913673-30514,913673,30514
3052778,970213-4722,970213,4722
3052779,970223-43940,970223,43940
3052780,970233-47903,970233,47903
3052781,970283-29941,970283,29941
3052782,970323-21878,970323,21878
3052783,970353-23894,970353,23894
3052784,970393-4454,970393,4454
3052785,970493-40661,970493,40661
3052786,970523-38848,970523,38848
3052787,970573-39479,970573,39479
3052788,970623-21547,970623,21547
3052789,970683-35420,970683,35420
3052790,970723-11430,970723,11430
3052791,970763-8758,970763,8758
3052792,970813-2561,970813,2561
3052793,970853-3306,970853,3306
3052794,970903-125,970903,125
3052795,970953-4597,970953,4597
3052796,970993-23129,970993,23129
3052797,971003-21843,971003,21843
3052798,971063-38848,971063,38848
3052799,971113-21346,971113,21346
3052800,971153-3297,971153,3297
3052801,971203-39817,971203,39817
3052802,971253-4780,971253,4780
3052803,971293-18918,971293,18918
3052804,971333-37483,971333,37483
3052805,971373-24732,971373,24732
3052806,971403-1106,971403,1106
3052807,971413-4880,971413,4880
3052808,971433-18212,971433,18212
3052809,971483-15469,971483,15469
3052810,971513-21729,971513,21729
3052811,971533-26329,971533,26329
3052812,971573-46811,971573,46811
3052813,971573-46816,971573,46816
3052814,971573-46817,971573,46817
3052815,971573-46821,971573,46821
3052816,971573-46823,971573,46823
3052817,971573-46830,971573,46830
3052818,971573-46843,971573,46843
3052819,971573-47004,971573,47004
3052820,971573-47013,971573,47013
3052821,971573-47019,971573,47019
3052822,971573-47020,971573,47020
3052823,971573-47034,971573,47034
3052824,971573-47036,971573,47036
3052825,971573-47042,971573,47042
3052826,971573-47049,971573,47049
3052827,971573-47051,971573,47051
3052828,971573-47063,971573,47063
3052829,971573-47065,971573,47065
3052830,971573-47066,971573,47066
3052831,971573-47614,971573,47614
3052832,971573-47616,971573,47616
3052833,971573-47624,971573,47624
3052834,971573-47643,971573,47643
3052835,971573-47645,971573,47645
3052836,971573-47657,971573,47657
3052837,971583-5740,971583,5740
3052838,971603-16454,971603,16454
3052839,971643-13711,971643,13711
3052840,971683-1255,971683,1255
3052841,971703-18721,971703,18721
3052842,971753-20764,971753,20764
3052843,971803-28944,971803,28944
3052844,971823-44901,971823,44901
3052845,971883-9189,971883,9189
3052846,971933-5330,971933,5330
3052847,971973-19976,971973,19976
3052848,972023-8665,972023,8665
3052849,972053-25124,972053,25124
3052850,972093-19311,972093,19311
3052851,972123-20136,972123,20136
3052852,972173-22362,972173,22362
3052853,972223-26769,972223,26769
3052854,972273-40600,972273,40600
3052855,972323-24551,972323,24551
3052856,972363-15758,972363,15758
3052857,972383-6696,972383,6696
3052858,972433-109,972433,109
3052859,972473-23272,972473,23272
3052860,972513-28146,972513,28146
3052861,972543-36913,972543,36913
3052862,972583-27181,972583,27181
3052863,972613-32213,972613,32213
3052864,972663-26536,972663,26536
3052865,972693-18544,972693,18544
3052866,972743-24606,972743,24606
3052867,972793-45306,972793,45306
3052868,972893-36651,972893,36651
3052869,972923-2191,972923,2191
3052870,972963-21053,972963,21053
3052871,972993-13418,972993,13418
3052872,973083-7636,973083,7636
3052873,973133-2373,973133,2373
3052874,973183-21851,973183,21851
3052875,973233-7991,973233,7991
3052876,973273-44418,973273,44418
3052877,973313-32930,973313,32930
3052878,973363-9640,973363,9640
3052879,973403-10073,973403,10073
3052880,973433-9438,973433,9438
3052881,973473-21374,973473,21374
3052882,973503-6795,973503,6795
3052883,973543-5911,973543,5911
3052884,973573-29997,973573,29997
3052885,973593-40830,973593,40830
3052886,973643-4051,973643,4051
3052887,973683-13190,973683,13190
3052888,973713-13350,973713,13350
3052889,973763-34081,973763,34081
3052890,973793-7471,973793,7471
3052891,973853-7159,973853,7159
3052892,973883-25388,973883,25388
3052893,973913-7280,973913,7280
3052894,973963-3620,973963,3620
3052895,973993-41529,973993,41529
3052896,974083-9098,974083,9098
3052897,974123-30151,974123,30151
3052898,974163-25535,974163,25535
3052899,974213-4402,974213,4402
3052900,974253-42238,974253,42238
3052901,974293-19823,974293,19823
3052902,974343-6663,974343,6663
3052903,974393-44867,974393,44867
3052904,974483-4776,974483,4776
3052905,974533-24453,974533,24453
3052906,974543-37751,974543,37751
3052907,974553-18010,974553,18010
3052908,974593-26252,974593,26252
3052909,974633-43055,974633,43055
3052910,974673-4431,974673,4431
3052911,974723-10929,974723,10929
3052912,974763-41791,974763,41791
3052913,974833-24317,974833,24317
3052914,974863-45294,974863,45294
3052915,974913-25750,974913,25750
3052916,974963-23862,974963,23862
3052917,975013-10574,975013,10574
3052918,975033-26535,975033,26535
3052919,975093-2313,975093,2313
3052920,975153-2328,975153,2328
3052921,975203-34890,975203,34890
3052922,975253-40094,975253,40094
3052923,975303-25214,975303,25214
3052924,975353-15143,975353,15143
3052925,975393-10708,975393,10708
3052926,975393-31466,975393,31466
3052927,975393-31468,975393,31468
3052928,975393-41377,975393,41377
3052929,975433-7472,975433,7472
3052930,975473-20228,975473,20228
3052931,975513-4697,975513,4697
3052932,975553-29128,975553,29128
3052933,975573-46808,975573,46808
3052934,975613-20878,975613,20878
3052935,975663-13333,975663,13333
3052936,975703-24737,975703,24737
3052937,975753-11567,975753,11567
3052938,975753-7202,975753,7202
3052939,975793-4237,975793,4237
3052940,975843-18949,975843,18949
3052941,975883-16847,975883,16847
3052942,975933-26659,975933,26659
3052943,975983-43507,975983,43507
3052944,976063-39974,976063,39974
3052945,976103-20267,976103,20267
3052946,976143-44995,976143,44995
3052947,976193-21008,976193,21008
3052948,976233-1500,976233,1500
3052949,976273-36292,976273,36292
3052950,976313-14406,976313,14406
3052951,976363-13634,976363,13634
3052952,976413-26714,976413,26714
3052953,976433-3677,976433,3677
3052954,976463-8391,976463,8391
3052955,976493-2393,976493,2393
3052956,976523-23799,976523,23799
3052957,976583-17955,976583,17955
3052958,976613-25968,976613,25968
3052959,976663-171,976663,171
3052960,976693-16704,976693,16704
3052961,976743-2956,976743,2956
3052962,976783-9993,976783,9993
3052963,976863-5194,976863,5194
3052964,976893-39880,976893,39880
3052965,976923-15007,976923,15007
3052966,976953-21091,976953,21091
3052967,977003-40862,977003,40862
3052968,977013-10429,977013,10429
3052969,977043-44890,977043,44890
3052970,977093-12334,977093,12334
3052971,977143-28954,977143,28954
3052972,977153-17821,977153,17821
3052973,977193-17045,977193,17045
3052974,977223-39923,977223,39923
3052975,977253-1026,977253,1026
3052976,977293-1500,977293,1500
3052977,977343-5288,977343,5288
3052978,977373-17771,977373,17771
3052979,977403-18448,977403,18448
3052980,977423-5935,977423,5935
3052981,977443-46644,977443,46644
3052982,977443-46648,977443,46648
3052983,977443-46649,977443,46649
3052984,977443-46652,977443,46652
3052985,977443-46656,977443,46656
3052986,977503-5177,977503,5177
3052987,977553-16547,977553,16547
3052988,977603-408,977603,408
3052989,977653-11884,977653,11884
3052990,977693-763,977693,763
3052991,977733-28630,977733,28630
3052992,977773-16030,977773,16030
3052993,977823-7247,977823,7247
3052994,977853-26813,977853,26813
3052995,977903-46699,977903,46699
3052996,977953-6128,977953,6128
3052997,977983-46837,977983,46837
3052998,978023-29517,978023,29517
3052999,978053-15125,978053,15125
3053000,978103-44511,978103,44511
3053001,978153-14970,978153,14970
3053002,978193-17279,978193,17279
3053003,978243-35206,978243,35206
3053004,978273-46752,978273,46752
3053005,978293-13901,978293,13901
3053006,978333-14609,978333,14609
3053007,978353-2103,978353,2103
3053008,978403-2897,978403,2897
3053009,978423-20870,978423,20870
3053010,978483-23062,978483,23062
3053011,978523-42106,978523,42106
3053012,978573-5896,978573,5896
3053013,978583-41542,978583,41542
3053014,978623-40230,978623,40230
3053015,978653-39988,978653,39988
3053016,978683-40833,978683,40833
3053017,978733-38754,978733,38754
3053018,978773-45209,978773,45209
3053019,978813-6128,978813,6128
3053020,978833-1190,978833,1190
3053021,978883-45217,978883,45217
3053022,978913-15214,978913,15214
3053023,978953-38375,978953,38375
3053024,978993-30763,978993,30763
3053025,979073-13281,979073,13281
3053026,979113-15442,979113,15442
3053027,979163-44135,979163,44135
3053028,979213-10979,979213,10979
3053029,979263-28450,979263,28450
3053030,979313-26799,979313,26799
3053031,979343-38094,979343,38094
3053032,979393-39084,979393,39084
3053033,979473-32547,979473,32547
3053034,979523-21018,979523,21018
3053035,979563-43671,979563,43671
3053036,979613-5034,979613,5034
3053037,979663-19823,979663,19823
3053038,979703-39254,979703,39254
3053039,979743-224,979743,224
3053040,979793-46132,979793,46132
3053041,979883-45333,979883,45333
3053042,979923-10833,979923,10833
3053043,979953-5257,979953,5257
3053044,979993-51386,979993,51386
3053045,980053-5215,980053,5215
3053046,980103-17089,980103,17089
3053047,980133-1165,980133,1165
3053048,980173-39864,980173,39864
3053049,980213-23497,980213,23497
3053050,980253-6343,980253,6343
3053051,980263-43055,980263,43055
3053052,980283-8653,980283,8653
3053053,980333-46767,980333,46767
3053054,980333-46768,980333,46768
3053055,980333-46769,980333,46769
3053056,980333-46771,980333,46771
3053057,980333-46773,980333,46773
3053058,980333-46774,980333,46774
3053059,980333-46776,980333,46776
3053060,1045593-40902,1045593,40902
3053061,1045623-8782,1045623,8782
3053062,1045653-5112,1045653,5112
3053063,1045693-37018,1045693,37018
3053064,1045783-21882,1045783,21882
3053065,1045823-35109,1045823,35109
3053066,1045863-21512,1045863,21512
3053067,1045923-4910,1045923,4910
3053068,1045973-17960,1045973,17960
3053069,1045993-29043,1045993,29043
3053070,1046033-24374,1046033,24374
3053071,1046083-16818,1046083,16818
3053072,1046143-43338,1046143,43338
3053073,1046193-21017,1046193,21017
3053074,1046233-15809,1046233,15809
3053075,1046243-29425,1046243,29425
3053076,1046243-29427,1046243,29427
3053077,1046243-29429,1046243,29429
3053078,1046243-29431,1046243,29431
3053079,1046243-29439,1046243,29439
3053080,1046243-29441,1046243,29441
3053081,1046283-13189,1046283,13189
3053082,1046323-23387,1046323,23387
3053083,1046363-32043,1046363,32043
3053084,1046413-29303,1046413,29303
3053085,1046463-47162,1046463,47162
3053086,1046513-2537,1046513,2537
3053087,1046543-42904,1046543,42904
3053088,1046573-44580,1046573,44580
3053089,1046623-12658,1046623,12658
3053090,1046653-26233,1046653,26233
3053091,1046673-6832,1046673,6832
3053092,1046713-31217,1046713,31217
3053093,1046743-2333,1046743,2333
3053094,1046783-26659,1046783,26659
3053095,1046823-8679,1046823,8679
3053096,1046863-7379,1046863,7379
3053097,1046913-13277,1046913,13277
3053098,1046943-9978,1046943,9978
3053099,1046993-45264,1046993,45264
3053100,1047053-39668,1047053,39668
3053101,1047103-31658,1047103,31658
3053102,1047143-19709,1047143,19709
3053103,1047193-16026,1047193,16026
3053104,1047243-25994,1047243,25994
3053105,1047283-15218,1047283,15218
3053106,1047313-30926,1047313,30926
3053107,1047323-5641,1047323,5641
3053108,1047363-18848,1047363,18848
3053109,1047413-7764,1047413,7764
3053110,1047463-47193,1047463,47193
3053111,1047483-39341,1047483,39341
3053112,1047533-13106,1047533,13106
3053113,1047563-43114,1047563,43114
3053114,1047563-43126,1047563,43126
3053115,1047563-43162,1047563,43162
3053116,1047583-29739,1047583,29739
3053117,1047613-20672,1047613,20672
3053118,1047663-14278,1047663,14278
3053119,1047713-16800,1047713,16800
3053120,1047753-27244,1047753,27244
3053121,1047773-1374,1047773,1374
3053122,1047803-10226,1047803,10226
3053123,1047803-29515,1047803,29515
3053124,1047803-3351,1047803,3351
3053125,1047823-21261,1047823,21261
3053126,1047853-44027,1047853,44027
3053127,1047893-24024,1047893,24024
3053128,1047943-47111,1047943,47111
3053129,1047993-21277,1047993,21277
3053130,1048053-2900,1048053,2900
3053131,1048113-22395,1048113,22395
3053132,1048153-22137,1048153,22137
3053133,1048193-36717,1048193,36717
3053134,1048253-21757,1048253,21757
3053135,1048303-23744,1048303,23744
3053136,1048313-6204,1048313,6204
3053137,1048333-46731,1048333,46731
3053138,1048363-26632,1048363,26632
3053139,1048393-3595,1048393,3595
3053140,1048453-34520,1048453,34520
3053141,1048483-19712,1048483,19712
3053142,1048523-37330,1048523,37330
3053143,1048573-43300,1048573,43300
3053144,1048633-15863,1048633,15863
3053145,1048683-6487,1048683,6487
3053146,1048773-13578,1048773,13578
3053147,1048823-11904,1048823,11904
3053148,1048843-40127,1048843,40127
3053149,1048843-47876,1048843,47876
3053150,1048843-47880,1048843,47880
3053151,1048843-47883,1048843,47883
3053152,1048843-47893,1048843,47893
3053153,1048843-47898,1048843,47898
3053154,1048843-47905,1048843,47905
3053155,1048843-47908,1048843,47908
3053156,1048843-47911,1048843,47911
3053157,1048843-47925,1048843,47925
3053158,1048843-47927,1048843,47927
3053159,1048843-47928,1048843,47928
3053160,1048843-47932,1048843,47932
3053161,1048843-49116,1048843,49116
3053162,1048843-49123,1048843,49123
3053163,1048843-49124,1048843,49124
3053164,1048843-49125,1048843,49125
3053165,1048843-49129,1048843,49129
3053166,1048843-49130,1048843,49130
3053167,1048843-49132,1048843,49132
3053168,1048843-49135,1048843,49135
3053169,1048843-49137,1048843,49137
3053170,1048843-49143,1048843,49143
3053171,1048843-49146,1048843,49146
3053172,1048843-49154,1048843,49154
3053173,1048843-49158,1048843,49158
3053174,1048843-49698,1048843,49698
3053175,1048843-49708,1048843,49708
3053176,1048843-49715,1048843,49715
3053177,1048843-49749,1048843,49749
3053178,1048843-49804,1048843,49804
3053179,1048843-49992,1048843,49992
3053180,1048843-50069,1048843,50069
3053181,1048843-50070,1048843,50070
3053182,1048843-50072,1048843,50072
3053183,1048843-50076,1048843,50076
3053184,1048843-50080,1048843,50080
3053185,1048843-50087,1048843,50087
3053186,1048843-50102,1048843,50102
3053187,1048843-50118,1048843,50118
3053188,1048843-50130,1048843,50130
3053189,1048843-50135,1048843,50135
3053190,1048843-50140,1048843,50140
3053191,1048843-50141,1048843,50141
3053192,1048843-50145,1048843,50145
3053193,1048843-50150,1048843,50150
3053194,1048843-50153,1048843,50153
3053195,1048843-50155,1048843,50155
3053196,1048843-50176,1048843,50176
3053197,1048843-50179,1048843,50179
3053198,1048843-50186,1048843,50186
3053199,1048843-50200,1048843,50200
3053200,1048843-50201,1048843,50201
3053201,1048843-50232,1048843,50232
3053202,1048843-50235,1048843,50235
3053203,1048843-50236,1048843,50236
3053204,1048843-50254,1048843,50254
3053205,1048843-50255,1048843,50255
3053206,1048843-50277,1048843,50277
3053207,1048843-50278,1048843,50278
3053208,1048843-50292,1048843,50292
3053209,1048843-50295,1048843,50295
3053210,1048843-50296,1048843,50296
3053211,1048843-50298,1048843,50298
3053212,1048843-50300,1048843,50300
3053213,1048843-50321,1048843,50321
3053214,1048843-50324,1048843,50324
3053215,1048843-50326,1048843,50326
3053216,1048843-51212,1048843,51212
3053217,1048843-51230,1048843,51230
3053218,1048843-51240,1048843,51240
3053219,1048843-51241,1048843,51241
3053220,1048843-51249,1048843,51249
3053221,1048843-51261,1048843,51261
3053222,1048843-51262,1048843,51262
3053223,1048843-51264,1048843,51264
3053224,1048843-51267,1048843,51267
3053225,1048843-51268,1048843,51268
3053226,1048843-51281,1048843,51281
3053227,1048843-51293,1048843,51293
3053228,1048843-51307,1048843,51307
3053229,1048843-51330,1048843,51330
3053230,1048843-51332,1048843,51332
3053231,1048843-51334,1048843,51334
3053232,1048843-51336,1048843,51336
3053233,1048843-51352,1048843,51352
3053234,1048843-51361,1048843,51361
3053235,1048843-51362,1048843,51362
3053236,1048843-51364,1048843,51364
3053237,1048843-51368,1048843,51368
3053238,1048843-51409,1048843,51409
3053239,1048843-51417,1048843,51417
3053240,1048843-51427,1048843,51427
3053241,1048843-51443,1048843,51443
3053242,1048843-51454,1048843,51454
3053243,1048843-51480,1048843,51480
3053244,1048843-51482,1048843,51482
3053245,1048843-51487,1048843,51487
3053246,1048843-51509,1048843,51509
3053247,1048883-29816,1048883,29816
3053248,1048883-29821,1048883,29821
3053249,1048903-34921,1048903,34921
3053250,1048943-44476,1048943,44476
3053251,1048993-27054,1048993,27054
3053252,1049083-47145,1049083,47145
3053253,1049133-7680,1049133,7680
3053254,1049173-26652,1049173,26652
3053255,1049213-17162,1049213,17162
3053256,1049253-22109,1049253,22109
3053257,1049303-36282,1049303,36282
3053258,1049323-27361,1049323,27361
3053259,1049333-15190,1049333,15190
3053260,1049373-3813,1049373,3813
3053261,1049413-43915,1049413,43915
3053262,1049463-20669,1049463,20669
3053263,1049503-14380,1049503,14380
3053264,1049533-20697,1049533,20697
3053265,1049573-2296,1049573,2296
3053266,1049593-50111,1049593,50111
3053267,1049643-19243,1049643,19243
3053268,1049673-41840,1049673,41840
3053269,1049733-1677,1049733,1677
3053270,1049763-9257,1049763,9257
3053271,1049793-21780,1049793,21780
3053272,1049843-47476,1049843,47476
3053273,1049883-16244,1049883,16244
3053274,1049923-30166,1049923,30166
3053275,1049953-45342,1049953,45342
3053276,1049993-15186,1049993,15186
3053277,1050043-29925,1050043,29925
3053278,1050103-4540,1050103,4540
3053279,1050153-37021,1050153,37021
3053280,1050183-43974,1050183,43974
3053281,1050223-21597,1050223,21597
3053282,1050273-1301,1050273,1301
3053283,1050333-42953,1050333,42953
3053284,1050373-12901,1050373,12901
3053285,1050423-14603,1050423,14603
3053286,1050463-26094,1050463,26094
3053287,1050513-35137,1050513,35137
3053288,1050563-14494,1050563,14494
3053289,1050593-3963,1050593,3963
3053290,1050643-22866,1050643,22866
3053291,1050683-10904,1050683,10904
3053292,1050753-10474,1050753,10474
3053293,1050763-3630,1050763,3630
3053294,1050763-6798,1050763,6798
3053295,1050793-9589,1050793,9589
3053296,1050843-17109,1050843,17109
3053297,1050883-41480,1050883,41480
3053298,1050933-34443,1050933,34443
3053299,1050983-28088,1050983,28088
3053300,1051043-17800,1051043,17800
3053301,1051073-5846,1051073,5846
3053302,1051123-22694,1051123,22694
3053303,1051173-10529,1051173,10529
3053304,1051223-23868,1051223,23868
3053305,1051273-38561,1051273,38561
3053306,1051373-17733,1051373,17733
3053307,1051413-36632,1051413,36632
3053308,1051453-10044,1051453,10044
3053309,1051493-19523,1051493,19523
3053310,1051523-7210,1051523,7210
3053311,1051553-45250,1051553,45250
3053312,1051593-44891,1051593,44891
3053313,1051633-11566,1051633,11566
3053314,1051683-16705,1051683,16705
3053315,1051753-26879,1051753,26879
3053316,1051773-14122,1051773,14122
3053317,1051773-15532,1051773,15532
3053318,1051773-16429,1051773,16429
3053319,1051773-17504,1051773,17504
3053320,1051773-19977,1051773,19977
3053321,1051773-20273,1051773,20273
3053322,1051773-21902,1051773,21902
3053323,1051773-23799,1051773,23799
3053324,1051773-24182,1051773,24182
3053325,1051773-24690,1051773,24690
3053326,1051773-24693,1051773,24693
3053327,1051793-37960,1051793,37960
3053328,1051803-50331,1051803,50331
3053329,1051843-44147,1051843,44147
3053330,1051873-3436,1051873,3436
3053331,1051923-44317,1051923,44317
3053332,1051973-35768,1051973,35768
3053333,1052003-28581,1052003,28581
3053334,1052023-10990,1052023,10990
3053335,1052043-36967,1052043,36967
3053336,1052103-27722,1052103,27722
3053337,1052143-23058,1052143,23058
3053338,1052203-16745,1052203,16745
3053339,1052243-47624,1052243,47624
3053340,1052293-15513,1052293,15513
3053341,1052383-47642,1052383,47642
3053342,1052433-10326,1052433,10326
3053343,1052483-2332,1052483,2332
3053344,1052513-16822,1052513,16822
3053345,1052543-3448,1052543,3448
3053346,1052593-977,1052593,977
3053347,1052653-3626,1052653,3626
3053348,1052703-46937,1052703,46937
3053349,1052733-36866,1052733,36866
3053350,1052783-18700,1052783,18700
3053351,1052823-29247,1052823,29247
3053352,1052833-45265,1052833,45265
3053353,1094633-45257,1094633,45257
3053354,1094663-44575,1094663,44575
3053355,1094723-5857,1094723,5857
3053356,1094783-3478,1094783,3478
3053357,1094833-21474,1094833,21474
3053358,1094873-44312,1094873,44312
3053359,1094913-50090,1094913,50090
3053360,1094963-1344,1094963,1344
3053361,1095013-21717,1095013,21717
3053362,1095053-21239,1095053,21239
3053363,1095113-41210,1095113,41210
3053364,1095153-39597,1095153,39597
3053365,1095203-44884,1095203,44884
3053366,1095253-46699,1095253,46699
3053367,1095303-15180,1095303,15180
3053368,1095333-14925,1095333,14925
3053369,1095363-36976,1095363,36976
3053370,1095413-45300,1095413,45300
3053371,1095463-22725,1095463,22725
3053372,1095503-45231,1095503,45231
3053373,1095553-8611,1095553,8611
3053374,1095593-47756,1095593,47756
3053375,1095623-21790,1095623,21790
3053376,1095663-35793,1095663,35793
3053377,1095713-44945,1095713,44945
3053378,1095773-3843,1095773,3843
3053379,1095823-30007,1095823,30007
3053380,1095873-10954,1095873,10954
3053381,1095883-7821,1095883,7821
3053382,1095893-9229,1095893,9229
3053383,1095933-21257,1095933,21257
3053384,1095973-4143,1095973,4143
3053385,1096003-29499,1096003,29499
3053386,1096033-19497,1096033,19497
3053387,1096073-9750,1096073,9750
3053388,1096123-23841,1096123,23841
3053389,1096173-21395,1096173,21395
3053390,1096213-21300,1096213,21300
3053391,1096253-20056,1096253,20056
3053392,1096303-45244,1096303,45244
3053393,1096333-44725,1096333,44725
3053394,1096353-47889,1096353,47889
3053395,1096393-6600,1096393,6600
3053396,1096423-30870,1096423,30870
3053397,1096463-2879,1096463,2879
3053398,1096483-40514,1096483,40514
3053399,1096523-40861,1096523,40861
3053400,1096563-18888,1096563,18888
3053401,1096603-5641,1096603,5641
3053402,1096653-9481,1096653,9481
3053403,1096693-47713,1096693,47713
3053404,1096783-17145,1096783,17145
3053405,1096833-43328,1096833,43328
3053406,1096883-25409,1096883,25409
3053407,1096913-39929,1096913,39929
3053408,1096953-37677,1096953,37677
3053409,1097003-11590,1097003,11590
3053410,1097013-10863,1097013,10863
3053411,1097043-5408,1097043,5408
3053412,1097093-42323,1097093,42323
3053413,1097133-19808,1097133,19808
3053414,1097183-21874,1097183,21874
3053415,1097213-42813,1097213,42813
3053416,1097263-5680,1097263,5680
3053417,1097303-11385,1097303,11385
3053418,1097303-9119,1097303,9119
3053419,1097323-25922,1097323,25922
3053420,1097343-49283,1097343,49283
3053421,1097353-44022,1097353,44022
3053422,1097393-16856,1097393,16856
3053423,1097443-4458,1097443,4458
3053424,1097493-25809,1097493,25809
3053425,1097523-27236,1097523,27236
3053426,1097573-17634,1097573,17634
3053427,1097613-29503,1097613,29503
3053428,1097613-29508,1097613,29508
3053429,1097613-29510,1097613,29510
3053430,1097623-19889,1097623,19889
3053431,1097663-49293,1097663,49293
3053432,1097683-6060,1097683,6060
3053433,1097713-45196,1097713,45196
3053434,1097763-15364,1097763,15364
3053435,1097813-38518,1097813,38518
3053436,1097853-51510,1097853,51510
3053437,1097893-7219,1097893,7219
