vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3000869,634343-25894,634343,25894
3000870,634423-37104,634423,37104
3000871,634473-8751,634473,8751
3000872,634503-3043,634503,3043
3000873,634563-9200,634563,9200
3000874,634613-27318,634613,27318
3000875,634673-32194,634673,32194
3000876,634713-18135,634713,18135
3000877,634723-37151,634723,37151
3000878,634743-1006,634743,1006
3000879,634803-8734,634803,8734
3000880,634853-34810,634853,34810
3000881,635063-39829,635063,39829
3000882,635123-18933,635123,18933
3000883,635243-31659,635243,31659
3000884,635293-24582,635293,24582
3000885,635433-14207,635433,14207
3000886,635553-14637,635553,14637
3000887,635613-13044,635613,13044
3000888,635683-17560,635683,17560
3000889,635793-27288,635793,27288
3000890,635843-27289,635843,27289
3000891,635913-20628,635913,20628
3000892,636013-9283,636013,9283
3000893,636053-23556,636053,23556
3000894,636133-36991,636133,36991
3000895,636183-19909,636183,19909
3000896,636233-39163,636233,39163
3000897,636323-6531,636323,6531
3000898,636353-4763,636353,4763
3000899,636393-38261,636393,38261
3000900,636443-22148,636443,22148
3000901,636553-39916,636553,39916
3000902,636613-40166,636613,40166
3000903,636683-32032,636683,32032
3000904,636803-5215,636803,5215
3000905,636913-6745,636913,6745
3000906,636983-36367,636983,36367
3000907,637033-22924,637033,22924
3000908,637133-1289,637133,1289
3000909,637163-25942,637163,25942
3000910,637283-38349,637283,38349
3000911,637433-19164,637433,19164
3000912,637503-8436,637503,8436
3000913,637593-17718,637593,17718
3000914,637663-24445,637663,24445
3000915,637773-14445,637773,14445
3000916,637853-3245,637853,3245
3000917,637903-21304,637903,21304
3000918,638023-40967,638023,40967
3000919,638033-43780,638033,43780
3000920,638043-3830,638043,3830
3000921,638073-17662,638073,17662
3000922,638123-34530,638123,34530
3000923,638183-15238,638183,15238
3000924,638253-19445,638253,19445
3000925,638313-8728,638313,8728
3000926,638373-10353,638373,10353
3000927,638503-38430,638503,38430
3000928,638573-4724,638573,4724
3000929,638643-20723,638643,20723
3000930,638693-9860,638693,9860
3000931,638823-18719,638823,18719
3000932,638883-9572,638883,9572
3000933,638943-13068,638943,13068
3000934,639103-41009,639103,41009
3000935,639163-5915,639163,5915
3000936,639283-2947,639283,2947
3000937,639443-12153,639443,12153
3000938,639553-39080,639553,39080
3000939,639623-38389,639623,38389
3000940,639793-2967,639793,2967
3000941,639933-39855,639933,39855
3000942,640013-12162,640013,12162
3000943,640023-26874,640023,26874
3000944,640063-5837,640063,5837
3000945,640123-22502,640123,22502
3000946,640213-2684,640213,2684
3000947,640263-28868,640263,28868
3000948,640373-20233,640373,20233
3000949,640413-8749,640413,8749
3000950,640513-20078,640513,20078
3000951,640563-39468,640563,39468
3000952,640663-22328,640663,22328
3000953,640813-19687,640813,19687
3000954,640863-31278,640863,31278
3000955,640893-11104,640893,11104
3000956,640953-40474,640953,40474
3000957,641003-19335,641003,19335
3000958,641053-15246,641053,15246
3000959,641143-295,641143,295
3000960,641243-10011,641243,10011
3000961,641303-44171,641303,44171
3000962,641473-4285,641473,4285
3000963,641513-39554,641513,39554
3000964,641593-36368,641593,36368
3000965,641673-25744,641673,25744
3000966,641703-45224,641703,45224
3000967,641753-22016,641753,22016
3000968,641763-40386,641763,40386
3000969,641853-17035,641853,17035
3000970,641963-15347,641963,15347
3000971,642183-11136,642183,11136
3000972,642243-13578,642243,13578
3000973,642253-18847,642253,18847
3000974,642343-24554,642343,24554
3000975,642383-28903,642383,28903
3000976,642493-18748,642493,18748
3000977,642553-19376,642553,19376
3000978,642623-24693,642623,24693
3000979,642693-40385,642693,40385
3000980,642723-19643,642723,19643
3000981,642783-39952,642783,39952
3000982,642883-826,642883,826
3000983,642943-30945,642943,30945
3000984,643033-39449,643033,39449
3000985,643073-3482,643073,3482
3000986,643183-36892,643183,36892
3000987,643253-21362,643253,21362
3000988,643343-22322,643343,22322
3000989,643403-7454,643403,7454
3000990,643463-39156,643463,39156
3000991,643583-5237,643583,5237
3000992,643623-13646,643623,13646
3000993,643723-39861,643723,39861
3000994,643733-21229,643733,21229
3000995,643753-18948,643753,18948
3000996,643813-16893,643813,16893
3000997,643913-23029,643913,23029
3000998,644003-9393,644003,9393
3000999,644033-22988,644033,22988
3001000,644053-32938,644053,32938
3001001,644113-20253,644113,20253
3001002,644163-28448,644163,28448
3001003,644213-34115,644213,34115
3001004,644283-42010,644283,42010
3001005,644363-38346,644363,38346
3001006,644413-14706,644413,14706
3001007,644443-3027,644443,3027
3001008,644493-9776,644493,9776
3001009,644523-20856,644523,20856
3001010,644563-19104,644563,19104
3001011,644643-2799,644643,2799
3001012,644693-25941,644693,25941
3001013,644823-34776,644823,34776
3001014,644893-804,644893,804
3001015,645003-27005,645003,27005
3001016,645043-16422,645043,16422
3001017,645153-6416,645153,6416
3001018,645233-23620,645233,23620
3001019,645303-30049,645303,30049
3001020,645313-1996,645313,1996
3001021,645333-28794,645333,28794
3001022,645333-5569,645333,5569
3001023,645443-28889,645443,28889
3001024,645463-16900,645463,16900
3001025,645483-43309,645483,43309
3001026,645563-24581,645563,24581
3001027,645653-36453,645653,36453
3001028,645703-28938,645703,28938
3001029,645753-2707,645753,2707
3001030,645773-39204,645773,39204
3001031,645783-39831,645783,39831
3001032,645793-4464,645793,4464
3001033,645873-40479,645873,40479
3001034,645973-33792,645973,33792
3001035,646143-445,646143,445
3001036,646193-31113,646193,31113
3001037,646233-11673,646233,11673
3001038,646383-36182,646383,36182
3001039,646423-2562,646423,2562
3001040,646493-22725,646493,22725
3001041,646563-20556,646563,20556
3001042,646633-12970,646633,12970
3001043,646683-13530,646683,13530
3001044,646803-9079,646803,9079
3001045,646873-33997,646873,33997
3001046,646953-39955,646953,39955
3001047,647043-9079,647043,9079
3001048,647093-5398,647093,5398
3001049,647133-26286,647133,26286
3001050,647143-3891,647143,3891
3001051,647213-22032,647213,22032
3001052,647303-36251,647303,36251
3001053,647313-39853,647313,39853
3001054,647323-1890,647323,1890
3001055,647423-1750,647423,1750
3001056,647483-24403,647483,24403
3001057,647563-38026,647563,38026
3001058,647643-21959,647643,21959
3001059,647703-3761,647703,3761
3001060,647713-1090,647713,1090
3001061,647713-31593,647713,31593
3001062,647793-17080,647793,17080
3001063,647863-39234,647863,39234
3001064,647923-40370,647923,40370
3001065,647963-20895,647963,20895
3001066,648033-7110,648033,7110
3001067,648093-7679,648093,7679
3001068,648133-33693,648133,33693
3001069,648173-16728,648173,16728
3001070,648203-4990,648203,4990
3001071,648253-15097,648253,15097
3001072,648313-14242,648313,14242
3001073,648323-819,648323,819
3001074,648363-47071,648363,47071
3001075,648453-34114,648453,34114
3001076,648533-37454,648533,37454
3001077,648623-34923,648623,34923
3001078,648693-2949,648693,2949
3001079,648813-1506,648813,1506
3001080,648863-3448,648863,3448
3001081,648913-40434,648913,40434
3001082,648973-3620,648973,3620
3001083,649043-4673,649043,4673
3001084,649053-16868,649053,16868
3001085,649113-42898,649113,42898
3001086,649203-17953,649203,17953
3001087,649303-27732,649303,27732
3001088,649303-27734,649303,27734
3001089,649313-40528,649313,40528
3001090,649363-43332,649363,43332
3001091,649403-25185,649403,25185
3001092,649473-9113,649473,9113
3001093,649563-33053,649563,33053
3001094,649633-17960,649633,17960
3001095,649713-31238,649713,31238
3001096,649743-23402,649743,23402
3001097,649743-37128,649743,37128
3001098,649823-18860,649823,18860
3001099,649893-18489,649893,18489
3001100,649933-6512,649933,6512
3001101,649983-22153,649983,22153
3001102,650193-15061,650193,15061
3001103,650253-27236,650253,27236
3001104,650293-18270,650293,18270
3001105,650423-36426,650423,36426
3001106,650503-511,650503,511
3001107,650583-7729,650583,7729
3001108,650653-22907,650653,22907
3001109,650743-22749,650743,22749
3001110,650763-24935,650763,24935
3001111,650883-27107,650883,27107
3001112,650963-25548,650963,25548
3001113,651043-40436,651043,40436
3001114,651073-4510,651073,4510
3001115,651133-31365,651133,31365
3001116,651183-17733,651183,17733
3001117,651253-23779,651253,23779
3001118,651303-39239,651303,39239
3001119,651303-45334,651303,45334
3001120,651303-49844,651303,49844
3001121,651323-40534,651323,40534
3001122,651373-39500,651373,39500
3001123,651443-38767,651443,38767
3001124,651473-28967,651473,28967
3001125,651553-25702,651553,25702
3001126,651623-15895,651623,15895
3001127,651683-25711,651683,25711
3001128,651843-12522,651843,12522
3001129,651903-22736,651903,22736
3001130,651943-26081,651943,26081
3001131,652023-19402,652023,19402
3001132,652053-31951,652053,31951
3001133,652123-32924,652123,32924
3001134,652193-22370,652193,22370
3001135,652213-41012,652213,41012
3001136,652273-18067,652273,18067
3001137,652413-39466,652413,39466
3001138,652473-10486,652473,10486
3001139,652563-27049,652563,27049
3001140,725463-31642,725463,31642
3001141,725503-21733,725503,21733
3001142,725553-23531,725553,23531
3001143,725613-35782,725613,35782
3001144,725623-32237,725623,32237
3001145,725663-13503,725663,13503
3001146,725693-29735,725693,29735
3001147,725753-36129,725753,36129
3001148,725803-23009,725803,23009
3001149,725843-9284,725843,9284
3001150,725883-39189,725883,39189
3001151,725923-25881,725923,25881
3001152,726023-5980,726023,5980
3001153,726043-41530,726043,41530
3001154,726093-39808,726093,39808
3001155,726133-21887,726133,21887
3001156,726183-14061,726183,14061
3001157,726253-9535,726253,9535
3001158,726333-3199,726333,3199
3001159,726373-1163,726373,1163
3001160,726433-27241,726433,27241
3001161,726473-7329,726473,7329
3001162,726533-46663,726533,46663
3001163,726593-26272,726593,26272
3001164,726683-18582,726683,18582
3001165,726753-2018,726753,2018
3001166,726783-9412,726783,9412
3001167,726813-38194,726813,38194
3001168,726873-23013,726873,23013
3001169,726943-10954,726943,10954
3001170,727023-10271,727023,10271
3001171,727153-42247,727153,42247
3001172,727183-40681,727183,40681
3001173,727183-49636,727183,49636
3001174,727183-49643,727183,49643
3001175,727183-49661,727183,49661
3001176,727183-49669,727183,49669
3001177,727183-49673,727183,49673
3001178,727183-50569,727183,50569
3001179,727183-50572,727183,50572
3001180,727213-51614,727213,51614
3001181,727253-10364,727253,10364
3001182,727283-35335,727283,35335
3001183,727333-2924,727333,2924
3001184,727423-10426,727423,10426
3001185,727503-2929,727503,2929
3001186,727573-24038,727573,24038
3001187,727613-23797,727613,23797
3001188,727663-24070,727663,24070
3001189,727703-41842,727703,41842
3001190,727723-22869,727723,22869
3001191,727803-41846,727803,41846
3001192,727853-13316,727853,13316
3001193,727923-22896,727923,22896
3001194,727983-23695,727983,23695
3001195,728183-7610,728183,7610
3001196,728233-39627,728233,39627
3001197,728293-28836,728293,28836
3001198,728373-4274,728373,4274
3001199,728453-10327,728453,10327
3001200,728503-17390,728503,17390
3001201,728623-8106,728623,8106
3001202,728693-5421,728693,5421
3001203,728833-16830,728833,16830
3001204,728903-8194,728903,8194
3001205,728953-7516,728953,7516
3001206,729013-41075,729013,41075
3001207,729103-31965,729103,31965
3001208,729143-26725,729143,26725
3001209,729193-2841,729193,2841
3001210,729253-569,729253,569
3001211,729313-20524,729313,20524
3001212,729333-22806,729333,22806
3001213,729373-7041,729373,7041
3001214,729433-6574,729433,6574
3001215,729503-3716,729503,3716
3001216,729553-39805,729553,39805
3001217,729633-12912,729633,12912
3001218,729713-1049,729713,1049
3001219,729743-3352,729743,3352
3001220,729803-9704,729803,9704
3001221,729903-23289,729903,23289
3001222,729973-17035,729973,17035
3001223,730013-679,730013,679
3001224,730083-40382,730083,40382
3001225,730153-6729,730153,6729
3001226,730233-13842,730233,13842
3001227,730313-20620,730313,20620
3001228,730403-5286,730403,5286
3001229,730503-16854,730503,16854
3001230,730563-5654,730563,5654
3001231,730613-37938,730613,37938
3001232,730693-32092,730693,32092
3001233,730863-3929,730863,3929
3001234,730933-9278,730933,9278
3001235,731033-24316,731033,24316
3001236,731153-32069,731153,32069
3001237,731193-11995,731193,11995
3001238,731253-15413,731253,15413
3001239,731303-39058,731303,39058
3001240,731323-15200,731323,15200
3001241,731333-23198,731333,23198
3001242,731333-41966,731333,41966
3001243,731353-4948,731353,4948
3001244,731383-2723,731383,2723
3001245,731453-39141,731453,39141
3001246,731513-31181,731513,31181
3001247,731533-17674,731533,17674
3001248,731553-10583,731553,10583
3001249,731623-17720,731623,17720
3001250,731713-23411,731713,23411
3001251,731723-27220,731723,27220
3001252,731753-21882,731753,21882
3001253,731793-16304,731793,16304
3001254,731843-34625,731843,34625
3001255,731903-9924,731903,9924
3001256,731963-312,731963,312
3001257,732033-15020,732033,15020
3001258,732053-27284,732053,27284
3001259,732133-7288,732133,7288
3001260,732183-40973,732183,40973
3001261,732233-22055,732233,22055
3001262,732283-19937,732283,19937
3001263,732373-18512,732373,18512
3001264,732443-20680,732443,20680
3001265,732543-30152,732543,30152
3001266,732623-25666,732623,25666
3001267,732643-40266,732643,40266
3001268,732723-47933,732723,47933
3001269,732753-17435,732753,17435
3001270,732773-26865,732773,26865
3001271,732853-16725,732853,16725
3001272,732923-2850,732923,2850
3001273,732993-3971,732993,3971
3001274,733053-25334,733053,25334
3001275,733263-10452,733263,10452
3001276,733363-27404,733363,27404
3001277,733423-24121,733423,24121
3001278,733463-21326,733463,21326
3001279,733523-11,733523,11
3001280,733573-2499,733573,2499
3001281,733633-36172,733633,36172
3001282,733803-26795,733803,26795
3001283,733863-4741,733863,4741
3001284,733933-41514,733933,41514
3001285,734003-39725,734003,39725
3001286,734023-526,734023,526
3001287,734083-29344,734083,29344
3001288,734183-11591,734183,11591
3001289,734213-37135,734213,37135
3001290,734283-16480,734283,16480
3001291,734383-38414,734383,38414
3001292,734453-41888,734453,41888
3001293,734503-10443,734503,10443
3001294,734523-15342,734523,15342
3001295,734553-17618,734553,17618
3001296,734583-4816,734583,4816
3001297,734663-50143,734663,50143
3001298,734693-1702,734693,1702
3001299,734763-26040,734763,26040
3001300,734823-22346,734823,22346
3001301,734873-36186,734873,36186
3001302,734943-1059,734943,1059
3001303,735023-42065,735023,42065
3001304,735043-21402,735043,21402
3001305,735133-14434,735133,14434
3001306,735183-20440,735183,20440
3001307,735273-3015,735273,3015
3001308,735313-32541,735313,32541
